RunID,RunTime,Type,QuestionID,Question,ModelName,Parsed,OK,Note
20250901-172824,2025-09-01 17:30:40 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250901-172824,2025-09-01 17:33:41 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",GPT-5-Thinking,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250901-172824,2025-09-01 17:33:41 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini,"[0.55, 0.35, 0.07, 0.02, 0.01, 0.0]",1,
20250901-172824,2025-09-01 17:33:41 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250901-172824,2025-09-01 17:35:17 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,GPT-5-Thinking,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250901-172824,2025-09-01 17:35:17 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini,"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 8.0}",1,
20250901-172824,2025-09-01 17:35:17 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-103831,2025-09-02 10:38:33 +0300,binary,578,Will humans go extinct before 2100?,GPT-5-Thinking,0.100000,1,
20250902-103831,2025-09-02 10:38:33 +0300,binary,578,Will humans go extinct before 2100?,Gemini,,0,parse_failed
20250902-103831,2025-09-02 10:38:33 +0300,binary,578,Will humans go extinct before 2100?,Grok,0.080000,1,
20250902-103831,2025-09-02 10:39:08 +0300,numeric,14333,How old will the oldest living person be in 2100?,GPT-5-Thinking,"{""P10"": 116.0, ""P20"": 118.0, ""P40"": 120.0, ""P60"": 122.0, ""P80"": 124.0, ""P90"": 126.0}",1,
20250902-103831,2025-09-02 10:39:08 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini,"{""P10"": 116.0, ""P20"": 118.0, ""P40"": 120.0, ""P60"": 123.0, ""P80"": 128.0, ""P90"": 134.0}",1,
20250902-103831,2025-09-02 10:39:08 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-103831,2025-09-02 10:42:09 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",GPT-5-Thinking,"[0.35, 0.39, 0.15, 0.07, 0.03, 0.01]",1,
20250902-103831,2025-09-02 10:42:09 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-103831,2025-09-02 10:42:09 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-103831,2025-09-02 10:42:36 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,GPT-5-Thinking,"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 5.0, ""P60"": 7.0, ""P80"": 9.0, ""P90"": 11.0}",1,
20250902-103831,2025-09-02 10:42:36 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini,"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 4.0, ""P60"": 5.0, ""P80"": 6.0, ""P90"": 7.0}",1,
20250902-103831,2025-09-02 10:42:36 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-111004,2025-09-02 11:10:06 +0300,binary,578,Will humans go extinct before 2100?,GPT-5-Thinking,0.020000,1,
20250902-111004,2025-09-02 11:10:06 +0300,binary,578,Will humans go extinct before 2100?,Gemini,0.020000,1,
20250902-111004,2025-09-02 11:10:06 +0300,binary,578,Will humans go extinct before 2100?,Grok,0.050000,1,
20250902-111004,2025-09-02 11:11:06 +0300,numeric,14333,How old will the oldest living person be in 2100?,GPT-5-Thinking,"{""P10"": 116.0, ""P20"": 118.0, ""P40"": 120.0, ""P60"": 122.0, ""P80"": 124.0, ""P90"": 126.0}",1,
20250902-111004,2025-09-02 11:11:06 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-111004,2025-09-02 11:11:06 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok,"{""P10"": 120.0, ""P20"": 123.0, ""P40"": 128.0, ""P60"": 133.0, ""P80"": 142.0, ""P90"": 155.0}",1,
20250902-111004,2025-09-02 11:13:46 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",GPT-5-Thinking,"[0.35, 0.46, 0.12, 0.05, 0.01, 0.01]",1,
20250902-111004,2025-09-02 11:13:46 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-111004,2025-09-02 11:13:46 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok,"[0.30000000000000004, 0.4000000000000001, 0.20000000000000004, 0.08000000000000002, 0.010000000000000002, 0.010000000000000002]",1,
20250902-111004,2025-09-02 11:16:33 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,GPT-5-Thinking,"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 5.0, ""P90"": 6.0}",1,
20250902-111004,2025-09-02 11:16:33 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-111004,2025-09-02 11:16:33 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok,"{""P10"": 0.0, ""P20"": 1.0, ""P40"": 1.0, ""P60"": 2.0, ""P80"": 3.0, ""P90"": 4.0}",1,
20250902-112556,2025-09-02 11:25:58 +0300,binary,578,Will humans go extinct before 2100?,GPT-5-Thinking,0.120000,1,
20250902-112556,2025-09-02 11:25:58 +0300,binary,578,Will humans go extinct before 2100?,Gemini,,0,parse_failed
20250902-112556,2025-09-02 11:25:58 +0300,binary,578,Will humans go extinct before 2100?,Grok,0.060000,1,
20250902-112556,2025-09-02 11:27:05 +0300,numeric,14333,How old will the oldest living person be in 2100?,GPT-5-Thinking,"{""P10"": 118.0, ""P20"": 120.0, ""P40"": 123.0, ""P60"": 126.0, ""P80"": 128.0, ""P90"": 130.0}",1,
20250902-112556,2025-09-02 11:27:05 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-112556,2025-09-02 11:27:05 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-112556,2025-09-02 11:30:06 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",GPT-5-Thinking,"[0.2285714285714286, 0.1142857142857143, 0.045714285714285714, 0.022857142857142857, 0.017142857142857144, 0.5714285714285714]",1,
20250902-112556,2025-09-02 11:30:06 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-112556,2025-09-02 11:30:06 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-112556,2025-09-02 11:31:13 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,GPT-5-Thinking,"{""P10"": 1.0, ""P20"": 1.0, ""P40"": 2.0, ""P60"": 3.0, ""P80"": 4.0, ""P90"": 5.0}",1,
20250902-112556,2025-09-02 11:31:13 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-112556,2025-09-02 11:31:13 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-114303,2025-09-02 11:43:05 +0300,binary,578,Will humans go extinct before 2100?,GPT-5-Thinking,0.060000,1,
20250902-114303,2025-09-02 11:43:05 +0300,binary,578,Will humans go extinct before 2100?,Gemini,0.120000,1,
20250902-114303,2025-09-02 11:43:05 +0300,binary,578,Will humans go extinct before 2100?,Grok,0.180000,1,
20250902-114303,2025-09-02 11:44:07 +0300,numeric,14333,How old will the oldest living person be in 2100?,GPT-5-Thinking,"{""P10"": 113.0, ""P20"": 115.0, ""P40"": 117.0, ""P60"": 119.0, ""P80"": 121.0, ""P90"": 123.0}",1,
20250902-114303,2025-09-02 11:44:07 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini,"{""P10"": 117.0, ""P20"": 118.0, ""P40"": 119.0, ""P60"": 121.0, ""P80"": 123.0, ""P90"": 126.0}",1,
20250902-114303,2025-09-02 11:44:07 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-114303,2025-09-02 11:47:09 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",GPT-5-Thinking,"[0.35, 0.39, 0.15, 0.07, 0.03, 0.01]",1,
20250902-114303,2025-09-02 11:47:09 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini,"[0.17000000000000004, 0.43000000000000005, 0.30000000000000004, 0.08000000000000002, 0.010000000000000002, 0.010000000000000002]",1,
20250902-114303,2025-09-02 11:47:09 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-114303,2025-09-02 11:48:53 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,GPT-5-Thinking,"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 2.5, ""P60"": 3.0, ""P80"": 4.0, ""P90"": 5.0}",1,
20250902-114303,2025-09-02 11:48:53 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini,"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 7.0}",1,
20250902-114303,2025-09-02 11:48:53 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-122810,2025-09-02 12:28:12 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default,0.140000,1,
20250902-122810,2025-09-02 12:28:12 +0300,binary,578,Will humans go extinct before 2100?,Gemini,0.060000,1,
20250902-122810,2025-09-02 12:28:12 +0300,binary,578,Will humans go extinct before 2100?,Grok,0.150000,1,
20250902-122810,2025-09-02 12:29:33 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default,"{""P10"": 113.0, ""P20"": 115.0, ""P40"": 118.0, ""P60"": 120.0, ""P80"": 123.0, ""P90"": 125.0}",1,
20250902-122810,2025-09-02 12:29:33 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini,"{""P10"": 114.0, ""P20"": 116.0, ""P40"": 118.0, ""P60"": 120.0, ""P80"": 123.0, ""P90"": 128.0}",1,
20250902-122810,2025-09-02 12:29:33 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-122810,2025-09-02 12:32:34 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",OpenRouter-Default,"[0.35, 0.39, 0.17, 0.06, 0.02, 0.01]",1,
20250902-122810,2025-09-02 12:32:34 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini,"[0.35, 0.47, 0.15, 0.02, 0.005, 0.005]",1,
20250902-122810,2025-09-02 12:32:34 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",0,fallback_equal
20250902-122810,2025-09-02 12:34:03 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,OpenRouter-Default,"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 5.0, ""P90"": 6.0}",1,
20250902-122810,2025-09-02 12:34:03 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini,"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 4.0, ""P60"": 5.0, ""P80"": 7.0, ""P90"": 9.0}",1,
20250902-122810,2025-09-02 12:34:03 +0300,discrete,38880,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok,"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",0,fallback_default
20250902-153434,2025-09-02 15:34:36 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default,0.210000,1,
20250902-153434,2025-09-02 15:34:36 +0300,binary,578,Will humans go extinct before 2100?,Gemini,0.230000,1,
20250902-153434,2025-09-02 15:34:36 +0300,binary,578,Will humans go extinct before 2100?,Grok,0.100000,1,
20250902-174606,2025-09-02 17:46:08 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.200000,1,
20250902-174606,2025-09-02 17:46:08 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.150000,1,
20250902-174606,2025-09-02 17:46:08 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.130000,1,
20250902-181611,2025-09-02 18:16:12 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.150000,1,
20250902-181611,2025-09-02 18:16:12 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.220000,1,
20250902-181611,2025-09-02 18:16:12 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.150000,1,
20250902-181611,2025-09-02 18:16:12 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.150000,1,
20250902-182854,2025-09-02 18:28:56 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.200000,1,
20250902-182854,2025-09-02 18:28:56 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.100000,1,
20250902-182854,2025-09-02 18:28:56 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.090000,1,
20250902-182854,2025-09-02 18:28:56 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.200000,1,
20250903-151511,2025-09-03 15:15:12 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.060000,1,
20250903-151511,2025-09-03 15:15:12 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.170000,1,
20250903-151511,2025-09-03 15:15:12 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.060000,1,
20250903-151511,2025-09-03 15:15:12 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.080000,1,
20250903-153858,2025-09-03 15:39:00 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.180000,1,
20250903-153858,2025-09-03 15:39:00 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.250000,1,
20250903-153858,2025-09-03 15:39:00 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.150000,1,
20250903-153858,2025-09-03 15:39:00 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.200000,1,
20250903-155833,2025-09-03 15:58:34 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.070000,1,
20250903-155833,2025-09-03 15:58:34 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.100000,1,
20250903-155833,2025-09-03 15:58:34 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250903-155833,2025-09-03 15:58:34 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.060000,1,
20250903-164330,2025-09-03 16:43:31 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.150000,1,
20250903-164330,2025-09-03 16:43:31 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.010000,1,
20250903-164330,2025-09-03 16:43:31 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250903-164330,2025-09-03 16:43:31 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.060000,1,
20250903-181454,2025-09-03 18:14:56 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.200000,1,
20250903-181454,2025-09-03 18:14:56 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.400000,1,
20250903-181454,2025-09-03 18:14:56 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250903-181454,2025-09-03 18:14:56 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.080000,1,
20250903-183750,2025-09-03 18:37:51 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.220000,1,
20250903-183750,2025-09-03 18:37:51 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.035000,1,
20250903-183750,2025-09-03 18:37:51 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250903-183750,2025-09-03 18:37:51 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.030000,1,
20250904-172345,2025-09-04 17:23:46 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.020000,1,
20250904-172345,2025-09-04 17:23:46 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.030000,1,
20250904-172345,2025-09-04 17:23:46 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250904-172345,2025-09-04 17:23:46 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.060000,1,
20250905-103459,2025-09-05 10:35:01 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.020000,1,
20250905-103459,2025-09-05 10:35:01 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.150000,1,
20250905-103459,2025-09-05 10:35:01 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250905-103459,2025-09-05 10:35:01 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.080000,1,
20250905-103906,2025-09-05 10:39:07 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.030000,1,
20250905-103906,2025-09-05 10:39:07 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.040000,1,
20250905-103906,2025-09-05 10:39:07 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],,0,parse_failed
20250905-103906,2025-09-05 10:39:07 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.020000,1,
20250905-110220,2025-09-05 11:02:21 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.020000,1,
20250905-110220,2025-09-05 11:02:21 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.030000,1,
